GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
GB1,4,2080,3.6
